doc_id,empty,short,high_nonascii,high_digits,high_noise,very_long_line_raw,very_long_line_norm
46238769.txt,False,False,False,False,False,False,False
145226559.txt,False,False,False,False,False,True,False
126990708.txt,False,False,False,False,False,False,False
15184818.txt,False,False,False,False,False,True,False
268505458.txt,False,False,False,False,False,True,False
153515064.txt,False,False,False,False,False,True,False
154781878.txt,False,False,False,False,False,True,True
153989284.txt,False,False,False,False,False,True,False
86761252.txt,False,False,False,True,False,False,True
150255667.txt,False,False,False,False,False,True,False
46554345.txt,False,False,False,False,False,True,True
84088136.txt,False,False,False,False,False,False,False
156091544.txt,False,False,False,False,False,True,False
145484850.txt,False,False,False,False,False,True,False
157238514.txt,False,False,False,False,False,True,False
79652000.txt,False,False,False,False,False,False,False
158151288.txt,False,False,False,False,False,True,False
156090528.txt,False,False,False,False,False,True,False
129952755.txt,False,False,False,False,False,True,True
152413272.txt,False,False,False,False,False,False,False
171743048.txt,False,False,False,False,False,True,False
10233243.txt,False,False,False,False,False,True,False
125958740.txt,False,False,False,False,False,True,False
10160987.txt,False,False,False,False,False,True,False
68646776.txt,False,False,False,False,False,False,False
125967165.txt,False,False,False,False,False,True,False
68593461.txt,False,False,False,False,False,True,False
14376504.txt,False,False,False,False,False,True,False
74695697.txt,False,False,False,False,False,False,False
39358446.txt,False,False,False,False,False,True,False
17914672.txt,False,False,False,False,False,True,False
156549955.txt,False,False,False,False,False,True,False
69993075.txt,False,False,False,False,False,False,False
128197462.txt,False,False,False,False,False,True,False
167938099.txt,False,False,False,False,False,True,False
171732746.txt,False,False,False,False,False,True,True
77968905.txt,False,False,False,False,False,False,False
54462366.txt,False,False,False,False,False,True,False
87541577.txt,False,False,False,False,False,False,False
208056.txt,False,False,False,False,False,True,False
40997773.txt,False,False,False,False,False,True,False
53856524.txt,False,False,False,False,False,False,False
160200901.txt,False,False,False,False,False,True,False
163394818.txt,False,False,False,False,False,True,False
7149627.txt,False,False,False,False,False,False,True
2821318.txt,False,False,False,False,False,False,False
166567619.txt,False,False,False,False,False,True,False
46823664.txt,False,False,False,False,False,True,False
126606238.txt,False,False,False,False,False,True,False
162933864.txt,False,False,False,False,False,True,True
158178746.txt,False,False,False,False,False,True,False
126052684.txt,False,False,False,False,False,True,False
78139880.txt,False,False,False,False,False,True,False
78827553.txt,False,False,False,False,False,False,False
124885265.txt,False,False,False,False,False,True,False
172863195.txt,False,False,False,False,False,True,False
150014787.txt,False,False,False,False,False,True,False
11722226.txt,False,False,False,False,False,True,False
276477532.txt,False,False,False,False,False,True,False
7625205.txt,False,False,False,False,False,True,False
46548737.txt,False,False,False,False,False,True,False
82303348.txt,False,False,False,False,False,False,False
6976087.txt,False,False,False,False,False,True,False
82321049.txt,False,False,False,False,False,False,False
39288668.txt,False,False,False,False,False,True,False
157880104.txt,False,False,False,False,False,True,True
142388193.txt,False,False,False,False,False,True,False
150013496.txt,False,False,False,False,False,True,False
8566983.txt,False,False,False,False,False,True,False
122521807.txt,False,False,False,False,False,False,False
107371871.txt,False,False,False,False,False,False,False
25405570.txt,False,False,False,False,False,True,False
122444836.txt,False,False,False,False,False,False,False
82291921.txt,False,False,False,False,False,False,False
153519085.txt,False,False,False,False,False,True,False
158891999.txt,False,False,False,False,False,True,False
123381500.txt,False,False,False,False,False,True,False
128864622.txt,False,False,False,False,False,True,False
79556178.txt,False,False,False,False,False,False,True
86577461.txt,False,False,False,False,False,False,True
82313679.txt,False,False,False,False,False,False,False
138296361.txt,False,False,False,False,False,True,False
123487182.txt,False,False,False,False,False,True,False
172913907.txt,False,False,False,False,False,False,False
11000491.txt,False,False,False,False,False,True,False
275300111.txt,False,False,False,False,False,True,False
84101336.txt,False,False,False,False,False,False,False
99414988.txt,False,False,False,False,False,True,False
141526398.txt,False,False,False,False,False,False,False
36361217.txt,False,False,False,False,False,True,False
78154171.txt,False,False,False,False,False,False,False
86580870.txt,False,False,False,False,False,False,False
268651751.txt,False,False,False,False,False,True,False
153990166.txt,False,False,False,False,False,True,False
82286968.txt,False,False,False,False,False,False,False
46419802.txt,False,False,False,False,False,True,False
18480698.txt,False,False,False,False,False,True,False
67750807.txt,False,False,False,False,False,True,False
27161642.txt,False,False,False,False,False,True,False
40993244.txt,False,False,False,False,False,True,False
86681985.txt,False,False,False,False,False,False,False
79370365.txt,False,False,False,False,False,False,False
71056544.txt,False,False,False,False,False,True,False
87180746.txt,False,False,False,False,False,False,False
161761401.txt,False,False,False,False,False,True,True
25368600.txt,False,False,False,False,False,True,False
125971342.txt,False,False,False,False,False,True,True
128588971.txt,False,False,False,False,False,True,True
156157920.txt,False,False,False,False,False,True,True
46512915.txt,False,False,False,False,False,True,False
69380628.txt,False,False,False,False,False,True,False
68221909.txt,False,False,False,False,False,False,False
78154761.txt,False,False,False,False,False,False,False
78478605.txt,False,False,False,False,False,False,False
108650576.txt,False,False,False,False,False,False,False
145295527.txt,False,False,False,False,False,True,True
170623906.txt,False,False,False,False,False,True,False
148767388.txt,False,False,False,False,False,True,False
131416011.txt,False,False,False,False,False,True,False
68645694.txt,False,False,False,False,False,False,False
159359564.txt,False,False,False,False,False,True,False
86793951.txt,False,False,False,False,False,False,False
84094882.txt,False,False,False,False,False,False,False
149678207.txt,False,False,False,False,False,True,False
152369860.txt,False,False,False,False,False,True,False
86581033.txt,False,False,False,False,False,False,True
46523513.txt,False,False,False,False,False,True,False
134464445.txt,False,False,False,False,False,True,False
82318925.txt,False,False,False,False,False,False,False
10893799.txt,False,False,False,False,False,True,False
79362338.txt,False,False,False,False,False,False,False
122421295.txt,False,False,False,False,False,False,False
123454565.txt,False,False,False,False,False,True,True
171997986.txt,False,False,False,False,False,True,False
150846772.txt,False,False,False,False,False,True,False
44509675.txt,False,False,False,False,False,True,False
150275009.txt,False,False,False,False,False,True,False
11541401.txt,False,False,False,False,False,True,False
137091157.txt,False,False,False,False,False,True,True
125954792.txt,False,False,False,False,False,True,True
25175097.txt,False,False,False,False,False,False,False
128192088.txt,False,False,False,False,False,True,False
134115002.txt,False,False,False,False,False,True,False
98106665.txt,False,False,False,False,False,False,False
77971880.txt,False,False,False,False,False,False,False
160322207.txt,False,False,False,False,False,True,False
171792360.txt,False,False,False,False,False,True,False
86574655.txt,False,False,False,False,False,False,False
39819964.txt,False,False,False,False,False,True,False
147744174.txt,False,False,False,False,False,True,False
150520090.txt,False,False,False,False,False,True,False
45659128.txt,False,False,False,False,False,True,True
67805173.txt,False,False,False,False,False,True,False
44422522.txt,False,False,False,False,False,True,False
173829601.txt,False,False,False,False,False,True,False
120345040.txt,False,False,False,False,False,True,False
85697858.txt,False,False,False,False,False,False,False
84093560.txt,False,False,False,False,False,False,False
168908180.txt,False,False,False,False,False,True,False
150086610.txt,False,False,False,False,False,True,True
85707790.txt,False,False,False,False,False,False,False
268663362.txt,False,False,False,False,False,True,False
68211133.txt,False,False,False,False,False,False,False
133694929.txt,False,False,False,False,False,True,False
7571042.txt,False,False,False,False,False,True,True
46390742.txt,False,False,False,False,False,True,False
63500611.txt,False,False,False,False,False,False,False
157318460.txt,False,False,False,False,False,True,True
128198205.txt,False,False,False,False,False,True,False
85952913.txt,False,False,False,False,False,True,False
10671194.txt,False,False,False,False,False,False,True
45610851.txt,False,False,False,False,False,True,False
150519521.txt,False,False,False,False,False,True,False
148763139.txt,False,False,False,False,False,True,False
174670368.txt,False,False,False,False,False,True,True
99183918.txt,False,False,False,False,False,False,False
168895206.txt,False,False,False,False,False,True,False
164054784.txt,False,False,False,False,False,True,False
9804354.txt,False,False,False,False,False,True,False
96738981.txt,False,False,False,False,False,False,False
155703498.txt,False,False,False,False,False,True,False
7648151.txt,False,False,False,False,False,False,False
87170534.txt,False,False,False,False,False,False,False
145593376.txt,False,False,False,False,False,True,False
71388914.txt,False,False,False,False,False,False,False
7570471.txt,False,False,False,False,False,True,True
275745723.txt,False,False,False,False,False,True,False
161318939.txt,False,False,False,False,False,True,False
46193562.txt,False,False,False,False,False,True,False
158130219.txt,False,False,False,False,False,True,False
159429584.txt,False,False,False,False,False,True,False
30758006.txt,False,False,False,False,False,True,False
122498355.txt,False,False,False,False,False,True,True
77511348.txt,False,False,False,False,False,False,False
161212574.txt,False,False,False,False,False,True,False
154133821.txt,False,False,False,False,False,True,False
68465632.txt,False,False,False,False,False,False,False
268650120.txt,False,False,False,False,False,True,False
155703431.txt,False,False,False,False,False,True,False
133714151.txt,False,False,False,False,False,True,False
59889488.txt,False,False,False,False,False,False,False
46017156.txt,False,False,False,False,False,True,True
11385603.txt,False,False,False,False,False,True,False
46574839.txt,False,False,False,False,False,True,False
157293999.txt,False,False,False,False,False,True,False
168944494.txt,False,False,False,False,False,True,False
144605161.txt,False,False,False,False,False,True,False
25374627.txt,False,False,False,False,False,True,False
152357135.txt,False,False,False,False,False,True,False
157881391.txt,False,False,False,False,False,True,False
10295411.txt,False,False,False,False,False,True,False
125977893.txt,False,False,False,False,False,True,False
190360.txt,False,False,False,False,False,True,False
28358687.txt,False,False,False,False,False,False,False
30750869.txt,False,False,False,False,False,True,False
152619773.txt,False,False,False,False,False,True,False
121255380.txt,False,False,False,False,False,False,False
75043263.txt,False,False,False,False,False,False,False
140172579.txt,False,False,False,False,False,True,False
126996511.txt,False,False,False,False,False,True,False
11790118.txt,False,False,False,False,False,True,False
43283793.txt,False,False,False,False,False,True,False
14086982.txt,False,False,False,False,False,True,False
129427610.txt,False,False,False,False,False,True,False
39291428.txt,False,False,False,False,False,True,False
70094145.txt,False,False,False,False,False,False,False
79383738.txt,False,False,False,False,False,False,False
125970602.txt,False,False,False,False,False,True,True
290805305.txt,False,False,False,False,False,True,False
154201474.txt,False,False,False,False,False,True,False
85696884.txt,False,False,False,False,False,False,False
125955389.txt,False,False,False,False,False,True,False
7572667.txt,False,False,False,False,False,True,True
29090423.txt,False,False,False,False,False,True,True
86684635.txt,False,False,False,False,False,False,False
24328372.txt,False,False,False,False,False,False,False
37600587.txt,False,False,False,False,False,True,False
125973876.txt,False,False,False,False,False,True,False
14136193.txt,False,False,False,False,False,True,False
154879680.txt,False,False,False,False,False,True,False
164459507.txt,False,False,False,False,False,True,False
157291672.txt,False,False,False,False,False,True,False
70681833.txt,False,False,False,False,False,False,False
107420255.txt,False,False,False,False,False,False,False
163033681.txt,False,False,False,False,False,True,False
46400695.txt,False,False,False,False,False,True,False
7837724.txt,False,False,False,False,False,True,False
126189889.txt,False,False,False,False,False,True,True
123959469.txt,False,False,False,False,False,False,False
160192285.txt,False,False,False,False,False,True,False
158912733.txt,False,False,False,False,False,True,False
123427336.txt,False,False,False,False,False,True,False
67507357.txt,False,False,False,False,False,False,False
61112622.txt,False,False,False,False,False,True,False
172863295.txt,False,False,False,False,False,True,False
98907376.txt,False,False,False,False,False,False,False
238636379.txt,False,False,False,False,False,True,False
167797838.txt,False,False,False,False,False,True,False
163012989.txt,False,False,False,False,False,True,False
65408585.txt,False,False,False,False,False,False,False
154882482.txt,False,False,False,False,False,True,False
74912695.txt,False,False,False,False,False,False,False
59783645.txt,False,False,False,False,False,False,False
154893807.txt,False,False,False,False,False,True,False
158053793.txt,False,False,False,False,False,True,True
158656083.txt,False,False,False,False,False,True,False
11470520.txt,False,False,False,False,False,True,False
103763679.txt,False,False,False,False,False,False,False
41021542.txt,False,False,False,False,False,True,False
82305264.txt,False,False,False,False,False,False,False
123956394.txt,False,False,False,False,False,False,False
125655197.txt,False,False,False,False,False,True,False
14205184.txt,False,False,False,False,False,True,False
81283913.txt,False,False,False,False,False,True,False
148503517.txt,False,False,False,False,False,True,True
69575122.txt,False,False,False,False,False,False,False
155461432.txt,False,False,False,False,False,True,True
161218521.txt,False,False,False,False,False,True,False
25374283.txt,False,False,False,False,False,True,False
121616732.txt,False,False,False,False,False,False,False
275302995.txt,False,False,False,False,False,True,False
46364704.txt,False,False,False,False,False,True,False
46391861.txt,False,False,False,False,False,False,False
148769785.txt,False,False,False,False,False,True,False
168487501.txt,False,False,False,False,False,True,False
275688861.txt,False,False,False,False,False,True,False
174698859.txt,False,False,False,False,False,True,False
86595391.txt,False,False,False,False,False,False,True
140107918.txt,False,False,False,False,False,True,False
82302390.txt,False,False,False,False,False,False,False
148696795.txt,False,False,False,False,False,True,True
154214645.txt,False,False,False,False,False,True,False
47102922.txt,False,False,False,False,False,True,False
87518795.txt,False,False,False,False,False,False,False
87544374.txt,False,False,False,False,False,False,False
120345339.txt,False,False,False,False,False,True,False
71052204.txt,False,False,False,False,False,True,False
150555171.txt,False,False,False,False,False,True,False
145367168.txt,False,False,False,False,False,True,False
120343320.txt,False,False,False,False,False,True,False
128590747.txt,False,False,False,False,False,True,True
86591746.txt,False,False,False,False,False,False,False
131449480.txt,False,False,False,False,False,True,False
52703602.txt,False,False,False,False,False,False,False
27131747.txt,False,False,False,False,False,False,False
25380203.txt,False,False,False,False,False,True,False
166008631.txt,False,False,False,False,False,True,False
75543312.txt,False,False,False,False,False,False,False
129702693.txt,False,False,False,False,False,True,False
158151933.txt,False,False,False,False,False,True,False
127055924.txt,False,False,False,False,False,True,False
71061964.txt,False,False,False,False,False,True,False
71389177.txt,False,False,False,False,False,False,False
79546939.txt,False,False,False,False,False,False,False
173877178.txt,False,False,False,False,False,True,False
140090579.txt,False,False,False,False,False,True,False
2980916.txt,False,False,False,False,False,False,False
158144394.txt,False,False,False,False,False,True,False
150406364.txt,False,False,False,False,False,True,False
126973668.txt,False,False,False,False,False,True,False
160818805.txt,False,False,False,False,False,True,False
157288906.txt,False,False,False,False,False,True,False
106898092.txt,False,False,False,False,False,False,False
120344206.txt,False,False,False,False,False,True,False
154153417.txt,False,False,False,False,False,True,False
154861113.txt,False,False,False,False,False,True,False
157375161.txt,False,False,False,False,False,True,False
46393793.txt,False,False,False,False,False,True,False
86577665.txt,False,False,False,False,False,False,True
135727614.txt,False,False,False,False,False,True,False
140543724.txt,False,False,False,False,False,True,False
38692113.txt,False,False,False,False,False,False,False
165706.txt,False,False,False,False,False,False,False
125972220.txt,False,False,False,False,False,True,False
150014280.txt,False,False,False,False,False,True,False
143471643.txt,False,False,False,False,False,True,False
69611761.txt,False,False,False,False,False,False,False
89851515.txt,False,False,False,False,False,True,False
33165945.txt,False,False,False,False,False,True,False
46525367.txt,False,False,False,False,False,True,False
170274175.txt,False,False,False,False,False,True,False
122764686.txt,False,False,False,False,False,False,False
11568897.txt,False,False,False,False,False,False,False
154888744.txt,False,False,False,False,False,True,False
7757080.txt,False,False,False,False,False,True,False
70430779.txt,False,False,False,False,False,False,False
120356091.txt,False,False,False,False,False,True,False
154001262.txt,False,False,False,False,False,False,False
70845700.txt,False,False,False,False,False,False,False
82318498.txt,False,False,False,False,False,False,False
79764200.txt,False,False,False,False,False,False,False
45943201.txt,False,False,False,False,False,True,False
158763633.txt,False,False,False,False,False,True,False
78154108.txt,False,False,False,False,False,False,False
158601551.txt,False,False,False,False,False,True,False
157408789.txt,False,False,False,False,False,True,False
86564711.txt,False,False,False,False,False,False,False
86529249.txt,False,False,False,False,False,False,False
40845092.txt,False,False,False,False,False,False,False
84092219.txt,False,False,False,False,False,False,False
52885509.txt,False,False,False,False,False,False,False
131126086.txt,False,False,False,False,False,True,False
7658055.txt,False,False,False,False,False,True,True
150519412.txt,False,False,False,False,False,True,False
91158143.txt,False,False,False,False,False,False,False
134372693.txt,False,False,False,False,False,True,False
192217696.txt,False,False,False,False,False,True,False
63323843.txt,False,False,False,False,False,False,False
154893677.txt,False,False,False,False,False,True,False
74094698.txt,False,False,False,False,False,False,False
150845099.txt,False,False,False,False,False,True,True
140434949.txt,False,False,False,False,False,True,False
10969711.txt,False,False,False,False,False,True,False
291183518.txt,False,False,False,False,False,True,False
46420507.txt,False,False,False,False,False,True,False
150279750.txt,False,False,False,False,False,True,False
45684021.txt,False,False,False,False,False,True,False
125033816.txt,False,False,False,False,False,True,False
125988640.txt,False,False,False,False,False,True,False
275528550.txt,False,False,False,False,False,True,False
11647908.txt,False,False,False,False,False,True,False
122444667.txt,False,False,False,False,False,False,False
233603438.txt,False,False,False,False,False,True,True
61126858.txt,False,False,False,False,False,True,False
156151068.txt,False,False,False,False,False,True,False
171862527.txt,False,False,False,False,False,True,True
209952.txt,False,False,False,False,False,True,False
82316143.txt,False,False,False,False,False,False,False
158053099.txt,False,False,False,False,False,True,False
107420393.txt,False,False,False,False,False,False,False
150416256.txt,False,False,False,False,False,True,False
30748465.txt,False,False,False,False,False,True,False
125956086.txt,False,False,False,False,False,True,False
161756019.txt,False,False,False,False,False,True,False
11363899.txt,False,False,False,False,False,True,False
268523521.txt,False,False,False,False,False,True,False
46561663.txt,False,False,False,False,False,True,False
161754927.txt,False,False,False,False,False,True,False
5173681.txt,False,False,False,False,False,False,False
82291646.txt,False,False,False,False,False,False,False
126904865.txt,False,False,False,False,False,True,False
82294015.txt,False,False,False,False,False,False,False
126371400.txt,False,False,False,False,False,True,False
162994471.txt,False,False,False,False,False,True,False
11002042.txt,False,False,False,False,False,True,False
76252635.txt,False,False,False,False,False,False,False
148436738.txt,False,False,False,False,False,True,False
84122646.txt,False,False,False,False,False,False,False
150068227.txt,False,False,False,False,False,True,False
160227808.txt,False,False,False,False,False,True,False
135421756.txt,False,False,False,False,False,True,False
141779139.txt,False,False,False,False,False,True,False
173811730.txt,False,False,False,False,False,True,False
126787067.txt,False,False,False,False,False,True,False
170344262.txt,False,False,False,False,False,True,False
129956027.txt,False,False,False,False,False,True,True
174659109.txt,False,False,False,False,False,True,False
107378098.txt,False,False,False,False,False,False,False
125975299.txt,False,False,False,False,False,True,False
152702305.txt,False,False,False,False,False,True,True
3007117.txt,False,False,False,False,False,False,False
170528590.txt,False,False,False,False,False,True,True
160657936.txt,False,False,False,False,False,True,True
153516920.txt,False,False,False,False,False,True,False
46478300.txt,False,False,False,False,False,True,False
42538142.txt,False,False,False,False,False,True,False
125063600.txt,False,False,False,False,False,True,True
7426776.txt,False,False,False,False,False,False,False
14224552.txt,False,False,False,False,False,True,False
141793433.txt,False,False,False,False,False,True,False
125961616.txt,False,False,False,False,False,True,False
14167337.txt,False,False,False,False,False,True,False
5880845.txt,False,False,False,False,False,False,True
131179103.txt,False,False,False,False,False,True,False
163129848.txt,False,False,False,False,False,True,False
141786726.txt,False,False,False,False,False,True,False
86565043.txt,False,False,False,False,False,False,False
14221038.txt,False,False,False,False,False,True,False
46189482.txt,False,False,False,False,False,True,False
193878.txt,False,False,False,False,False,True,False
77971571.txt,False,False,False,False,False,False,False
132988051.txt,False,False,False,False,False,True,False
150844753.txt,False,False,False,False,False,True,False
68451068.txt,False,False,False,False,False,False,False
65411132.txt,False,False,False,False,False,False,False
138309856.txt,False,False,False,False,False,True,True
128401337.txt,False,False,False,False,False,True,False
128452523.txt,False,False,False,False,False,True,False
291100262.txt,False,False,False,False,False,True,False
150489981.txt,False,False,False,False,False,True,False
46013391.txt,False,False,False,False,False,True,False
10188658.txt,False,False,False,False,False,True,False
71916045.txt,False,False,False,False,False,True,False
7782415.txt,False,False,False,False,False,True,False
143069889.txt,False,False,False,False,False,True,True
212745195.txt,False,False,False,False,False,True,True
12521830.txt,False,False,False,False,False,False,False
13934837.txt,False,False,False,False,False,True,False
99107171.txt,False,True,True,False,False,False,False
132523452.txt,False,False,False,False,False,True,False
69134608.txt,False,False,False,False,False,True,False
52703684.txt,False,False,False,False,False,False,False
275467332.txt,False,False,False,False,False,True,False
143673445.txt,False,False,False,False,False,True,False
127011923.txt,False,False,False,False,False,True,False
162968987.txt,False,False,False,False,False,True,False
73067202.txt,False,False,False,False,False,False,False
10169697.txt,False,False,False,False,False,True,False
25402873.txt,False,False,False,False,False,True,False
74841369.txt,False,False,False,False,False,False,False
113587673.txt,False,False,False,False,False,False,False
85587960.txt,False,False,False,False,False,True,False
129385341.txt,False,False,False,False,False,False,False
192193589.txt,False,False,False,False,False,True,False
86879269.txt,False,False,False,False,False,False,False
146384058.txt,False,False,False,False,False,True,False
58145673.txt,False,False,False,False,False,False,False
61111704.txt,False,False,False,False,False,True,False
70859346.txt,False,False,False,False,False,True,False
167790571.txt,False,False,False,False,False,True,False
25371371.txt,False,False,False,False,False,True,False
79368108.txt,False,False,False,False,False,False,False
79388193.txt,False,False,False,False,False,False,False
143673330.txt,False,False,False,False,False,True,False
156088353.txt,False,False,False,False,False,True,False
130724157.txt,False,False,False,False,False,True,False
33163575.txt,False,False,False,False,False,False,False
161523638.txt,False,False,False,False,False,True,False
30733989.txt,False,False,False,False,False,True,False
201692654.txt,False,False,False,False,False,True,False
125004244.txt,False,False,False,False,False,True,False
135532553.txt,False,False,False,False,False,True,False
154206368.txt,False,False,False,False,False,True,True
58923735.txt,False,False,False,False,False,False,False
122896397.txt,False,False,False,False,False,True,True
171741891.txt,False,False,False,False,False,True,False
275533803.txt,False,False,False,False,False,True,False
86526741.txt,False,False,False,False,False,False,False
153457001.txt,False,False,False,False,False,True,False
220791760.txt,False,False,False,False,False,True,False
132676663.txt,False,False,False,False,False,True,False
154697916.txt,False,False,False,False,False,True,False
133685190.txt,False,False,False,False,False,True,False
139210662.txt,False,False,False,False,False,True,False
45791434.txt,False,False,False,False,False,True,False
161758026.txt,False,False,False,False,False,True,False
98106252.txt,False,False,False,False,False,False,False
152824754.txt,False,False,False,False,False,True,False
37045032.txt,False,False,False,False,False,True,False
69599930.txt,False,False,False,False,False,False,False
122841445.txt,False,False,False,False,False,True,False
86566127.txt,False,False,False,False,False,False,False
78392721.txt,False,False,False,False,False,False,False
39302637.txt,False,False,False,False,False,True,False
135633525.txt,False,False,False,False,False,True,True
68201865.txt,False,False,False,False,False,False,False
126653511.txt,False,False,False,False,False,False,False
56725577.txt,False,False,False,False,False,False,False
63320022.txt,False,False,False,False,False,False,False
11372032.txt,False,False,False,False,False,True,False
128955762.txt,False,False,False,False,False,True,False
156153334.txt,False,False,False,False,False,True,False
77971842.txt,False,False,False,False,False,False,False
165329.txt,False,False,False,False,False,False,False
86595847.txt,False,False,False,False,False,False,False
89848862.txt,False,False,False,False,False,True,True
11768555.txt,False,False,False,False,False,True,False
77966719.txt,False,False,False,False,False,False,True
39819507.txt,False,False,False,False,False,True,False
79371088.txt,False,False,False,False,False,False,False
130690698.txt,False,False,False,False,False,True,False
126940872.txt,False,False,False,False,False,False,False
98333188.txt,False,False,False,False,False,False,False
166670497.txt,False,False,False,False,False,True,False
167957616.txt,False,False,False,False,False,True,False
103759111.txt,False,False,False,False,False,False,False
122529080.txt,False,False,False,False,False,False,False
7572419.txt,False,False,False,False,False,True,False
74762794.txt,False,False,False,False,False,False,False
133620254.txt,False,False,False,False,False,True,False
142628232.txt,False,False,False,False,False,True,False
127984453.txt,False,False,False,False,False,True,True
154790430.txt,False,False,False,False,False,True,True
128864605.txt,False,False,False,False,False,True,False
120342239.txt,False,False,False,False,False,True,False
70414471.txt,False,False,False,False,False,False,False
174745568.txt,False,False,False,False,False,True,False
172814757.txt,False,False,False,False,False,True,False
27155637.txt,False,False,False,False,False,True,True
127958392.txt,False,False,False,False,False,True,False
7588626.txt,False,False,False,False,False,True,False
46820686.txt,False,False,False,False,False,True,False
71060272.txt,False,False,False,False,False,True,False
65407983.txt,False,False,False,False,False,False,False
290398556.txt,False,False,False,False,False,True,False
58034594.txt,False,False,False,False,False,False,True
74893139.txt,False,False,False,False,False,False,False
99414764.txt,False,False,False,False,False,True,False
125955364.txt,False,False,False,False,True,True,False
64637615.txt,False,False,False,False,False,True,False
126703632.txt,False,False,False,False,False,True,False
167778420.txt,False,False,False,False,False,True,False
268734801.txt,False,False,False,False,False,True,False
154018719.txt,False,False,False,False,False,True,False
10858443.txt,False,False,False,False,False,True,False
275371353.txt,False,False,False,False,False,True,False
108845157.txt,False,False,False,False,False,False,False
160479532.txt,False,False,False,False,False,True,False
135501381.txt,False,False,False,False,False,True,False
135029987.txt,False,False,False,False,False,True,True
150409349.txt,False,False,False,False,False,True,False
36610008.txt,False,False,False,False,False,True,False
143495798.txt,False,False,False,False,False,True,False
150408559.txt,False,False,False,False,False,True,False
7604286.txt,False,False,False,False,False,True,False
161111149.txt,False,False,False,False,False,True,False
47118908.txt,False,False,False,False,False,True,False
268490823.txt,False,False,False,False,False,True,False
123816283.txt,False,False,False,False,False,True,False
69108655.txt,False,False,False,False,False,True,False
46424475.txt,False,False,False,False,False,True,False
45868027.txt,False,False,False,False,False,True,False
154835187.txt,False,False,False,False,False,True,False
54004858.txt,False,False,False,False,False,True,False
150841959.txt,False,False,False,False,False,True,False
129312645.txt,False,False,False,False,False,True,False
107266060.txt,False,False,False,False,False,True,True
67062538.txt,False,False,False,False,False,True,False
152881349.txt,False,False,False,False,False,True,False
129363392.txt,False,False,False,False,False,True,False
150354030.txt,False,False,False,False,False,True,False
168933971.txt,False,False,False,False,False,True,False
174683933.txt,False,False,False,False,False,True,False
46424868.txt,False,False,False,False,False,True,False
122474626.txt,False,False,False,False,False,False,False
81760357.txt,False,False,False,False,False,False,False
85440954.txt,False,False,False,False,False,False,False
268644201.txt,False,False,False,False,False,True,False
7744716.txt,False,False,False,False,False,True,False
290958403.txt,False,False,False,False,False,True,False
158890996.txt,False,False,False,False,False,True,False
9946314.txt,False,False,False,False,False,True,False
97220798.txt,False,False,False,False,False,False,False
46437299.txt,False,False,False,False,False,False,False
126359050.txt,False,False,False,False,False,True,False
212997520.txt,False,False,False,False,False,True,True
268559556.txt,False,False,False,False,False,True,False
82314612.txt,False,False,False,False,False,False,False
142109503.txt,False,False,False,False,False,True,False
145800883.txt,False,False,False,False,False,True,False
168942999.txt,False,False,False,False,False,True,False
122308317.txt,False,False,False,False,False,True,False
33990609.txt,False,False,False,False,False,True,False
160209018.txt,False,False,False,False,False,True,False
78140641.txt,False,False,False,False,False,True,True
153223272.txt,False,False,False,False,False,True,False
157850957.txt,False,False,False,False,False,True,False
145355954.txt,False,False,False,False,False,True,False
127961056.txt,False,False,False,False,False,True,False
134173946.txt,False,False,False,False,False,True,False
43322973.txt,False,False,False,False,False,True,False
41797312.txt,False,False,False,False,False,True,False
172814382.txt,False,False,False,False,False,True,False
153820647.txt,False,False,False,False,False,True,False
37035240.txt,False,False,False,False,False,True,False
77803511.txt,False,False,False,False,False,False,True
164508378.txt,False,False,False,False,False,True,False
63540070.txt,False,False,False,False,False,False,False
85841776.txt,False,False,False,False,False,False,False
5871673.txt,False,False,False,False,False,False,False
71449807.txt,False,False,False,False,False,True,False
168204520.txt,False,False,False,False,False,True,False
86811268.txt,False,False,False,False,False,False,False
158699000.txt,False,False,False,False,False,True,False
39704884.txt,False,False,False,False,False,True,False
86596063.txt,False,False,False,False,False,False,False
167219.txt,False,False,False,False,False,False,False
39904012.txt,False,False,False,False,False,False,False
65664998.txt,False,False,False,False,False,False,False
204545.txt,False,False,False,False,False,True,False
163155255.txt,False,False,False,False,False,True,False
290567135.txt,False,False,False,False,False,True,False
145595033.txt,False,False,False,False,False,True,False
39921855.txt,False,False,False,False,False,True,False
145604909.txt,False,False,False,False,False,True,False
10036675.txt,False,False,False,False,False,True,True
7661683.txt,False,False,False,False,False,True,False
128434227.txt,False,False,False,False,False,True,False
127045534.txt,False,False,False,False,False,False,False
7660186.txt,False,False,False,False,False,True,False
122940807.txt,False,False,False,False,False,False,False
150520220.txt,False,False,False,False,False,True,False
158893794.txt,False,False,False,False,False,True,False
52448349.txt,False,False,False,False,False,False,False
159294488.txt,False,False,False,False,False,True,False
96740425.txt,False,False,False,False,False,False,False
150843567.txt,False,False,False,False,False,True,False
166634217.txt,False,False,False,False,False,True,False
86590004.txt,False,False,False,False,False,False,False
78402080.txt,False,False,False,False,False,False,False
67793814.txt,False,False,False,False,False,True,False
11370553.txt,False,False,False,False,False,True,False
133086579.txt,False,False,False,False,False,False,False
2658177.txt,False,False,False,False,False,False,False
