doc_id,chars,words,lines,avg_line_len,nonascii_ratio,digit_ratio,alpha_ratio,space_ratio,empty_line_ratio
85372142.txt,46639,7750,436,105.97247706422019,0.017581852098029545,0.019232830892600614,0.7769248911854886,0.16638435643988936,0.0
18394413.txt,21415,3088,328,64.29268292682927,0.017697875321036657,0.0027550782162035956,0.8209199159467663,0.1603081951902872,0.10060975609756098
129073580.txt,35648,5044,650,53.84461538461539,0.013745511669658888,0.025639587073608618,0.7902827648114902,0.1566427289048474,0.0
11643456.txt,39432,4324,1,39432.0,0.011741732602962062,0.013922702373706634,0.8532663826333942,0.11018969364982756,0.0
84110868.txt,18460,2939,312,58.169871794871796,0.015384615384615385,0.017118093174431203,0.7780065005417118,0.17833152762730228,0.0641025641025641
132676874.txt,34198,5471,1,34198.0,0.01935785718463068,0.008158371834610212,0.8118311012339903,0.1599508743201357,0.0
91261054.txt,32402,4725,681,46.581497797356825,0.01935065736682921,0.045521881365347815,0.7541509783346707,0.16366273686809457,0.0
153515742.txt,40594,5798,1,40594.0,0.013721239592057939,0.044218357392718136,0.7716164950485294,0.14689362960043356,0.0
163106577.txt,61062,9348,1,61062.0,0.01665520290851921,0.01411679931872523,0.8097834987389866,0.1546952278012512,0.0
125991783.txt,39404,5615,1,39404.0,0.01246066389199066,0.030732920515683687,0.8011623185463405,0.1432088112881941,0.0
14132261.txt,23329,3452,1,23329.0,0.014059753954305799,0.027347936045265548,0.7809593210167602,0.1479703373483647,0.0
39818723.txt,82410,12915,1,82410.0,0.016199490353112488,0.02331027787889819,0.8030821502244874,0.1573959470937993,0.0
46028623.txt,59466,9273,1,59466.0,0.015370127467796724,0.0423267076985168,0.7174856220361214,0.15990650119395958,0.0
148755250.txt,3591,544,1,3591.0,0.018100807574491784,0.012809802283486493,0.8134224450013924,0.15232525758841547,0.0
74559372.txt,20845,2975,312,65.81410256410257,0.013624370352602543,0.024274406332453827,0.7886303669944831,0.15783161429599424,0.08012820512820513
120351498.txt,104429,18050,1,104429.0,0.01783029618209501,0.071723371860307,0.7283608959197158,0.17357247507876164,0.0
163002399.txt,52588,8126,1,52588.0,0.015992241576024947,0.014033619837225222,0.7796835780025861,0.15511143226591617,0.0
145358899.txt,23239,3684,1,23239.0,0.012091742329704376,0.06596669391970394,0.7093678729721589,0.16360428589870477,0.0
7597597.txt,25735,3898,1,25735.0,0.013095006800077715,0.015504177190596463,0.8108801243442783,0.15201088012434427,0.0
133082162.txt,119498,21276,1,119498.0,0.02156521448057708,0.012870508293025825,0.7796532159534051,0.17946743878558638,0.0
133576174.txt,1331216,196567,1,1331216.0,0.01783782646843187,0.010379983413660894,0.8185313277484646,0.14816153051045058,0.0
64625825.txt,46566,7144,1,46566.0,0.012992311987286861,0.03451015762573552,0.7459519821328866,0.15363140488768628,0.0
46771462.txt,110213,17991,1,110213.0,0.015270430892907371,0.005979330931922731,0.812218159382287,0.1632838231424605,0.0
128831023.txt,39483,5697,1,39483.0,0.022642656333105388,0.012613023326494947,0.8174150900387509,0.14530304181546488,0.0
85697402.txt,16672,2868,318,51.430817610062896,0.016194817658349327,0.04048704414587332,0.7467010556621881,0.17538387715930903,0.0
24333609.txt,102446,13670,6026,16.000829737802853,0.017179782519571286,0.07025164476895145,0.6999394803115788,0.19881693770376588,0.3750414868901427
54460932.txt,17965,3104,1,17965.0,0.020985249095463402,0.003451155023657111,0.7990537155580295,0.17278040634567213,0.0
98900524.txt,26085,4225,277,93.17328519855596,0.02142994057887675,0.013225991949396205,0.7901092581943646,0.1700594211232509,0.0036101083032490976
158026548.txt,19981,2765,1,19981.0,0.016015214453731046,0.04824583354186477,0.7747860467444072,0.13898203293128472,0.0
149992268.txt,28210,4133,1,28210.0,0.018255937610776322,0.03466855724920241,0.7882311237149947,0.14696915987238568,0.0
162678266.txt,43354,6701,1,43354.0,0.019421506666051577,0.023757900078424137,0.7983346404022696,0.15465700973381927,0.0
7764420.txt,66562,10070,1,66562.0,0.014587903007722124,0.04576184609837445,0.7729034584297347,0.15409693218352813,0.0
86578241.txt,144743,24825,3719,37.92013982253294,0.015268441306315331,0.0620824495830541,0.7162833435813821,0.19809593555474186,0.159451465447701
69418703.txt,233411,35407,1,233411.0,0.014780794392723565,0.013576909400156805,0.8085694333171959,0.15204510498648308,0.0
70708081.txt,35812,5376,1,35812.0,0.01904389590081537,0.004691164972634871,0.8359209203618899,0.15042443873561934,0.0
46391639.txt,50859,7610,1,50859.0,0.017401049961658702,0.051455986157808845,0.7480681885212057,0.15279498220570598,0.0
158096976.txt,81708,12334,1,81708.0,0.014135702746365105,0.015922553483135066,0.7982816860038184,0.15109903559015028,0.0
41006800.txt,54687,8339,1,54687.0,0.014939565161738621,0.016512150968237424,0.8037010624097135,0.1530711137930404,0.0
39922486.txt,44005,6998,1,44005.0,0.016952619020565846,0.015816384501761163,0.8011589592091808,0.15914100670378367,0.0
11747991.txt,138477,21331,1,138477.0,0.016862005964889477,0.012926334337110134,0.7934386215761462,0.15539042584689153,0.0
148295791.txt,34424,5606,1,34424.0,0.017458749709504996,0.020857541250290493,0.7813444108761329,0.1633162909597955,0.0
87534252.txt,126970,18628,2229,55.96321220278151,0.013979680239426636,0.04371898873749705,0.7527998739859809,0.16499960620619045,0.06684611933602512
51441964.txt,18670,3453,404,45.21534653465346,0.011033743974290305,0.010391001606855918,0.757364756293519,0.20642742367434386,0.07920792079207921
148775311.txt,128734,19544,1,128734.0,0.01784299408081781,0.04054872838566346,0.7755915298211816,0.1526403281184458,0.0
7690223.txt,11189,1748,1,11189.0,0.015461614085262311,0.02386272231656091,0.7939941013495397,0.15658235767271428,0.0
154799303.txt,120624,17793,1,120624.0,0.016837445284520493,0.03230700358137684,0.7888231197771588,0.14817946677278154,0.0
112795623.txt,95993,16514,2353,39.79643008924777,0.023001677205629577,0.011615430291792109,0.7708062046190868,0.18873251174564812,0.0008499787505312367
158666109.txt,281600,45096,1,281600.0,0.0177734375,0.012901278409090909,0.7974715909090909,0.16056107954545454,0.0
268649559.txt,36345,5891,1,36345.0,0.015683037556747832,0.011913605722933002,0.8035768331269776,0.1621405970559912,0.0
11453027.txt,42476,6689,1,42476.0,0.015090874846972408,0.021635747245503344,0.7978387795460966,0.15783030417176758,0.0
46564530.txt,34544,5084,1,34544.0,0.013576887447892544,0.021103520148216766,0.807694534506716,0.14760884668828161,0.0
